Neighborhood,Room_Type,Accommodates,Bedrooms,Number_of_Reviews,Wifi,Cable_TV,Washer,Kitchen,Price(US_Dollars)
Charlottenburg-Wilm.,Entire Home/Apt,2,0,0,Yes,No,Yes,Yes,31
Tempelhof - Schöneberg,Entire Home/Apt,6,1,8,Yes,Yes,Yes,Yes,75
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,2,Yes,Yes,No,Yes,70
Treptow - Köpenick,Private Room,2,1,32,Yes,No,Yes,Yes,25
Pankow,Entire Home/Apt,3,1,7,Yes,Yes,Yes,Yes,70
Neukölln,Private Room,2,1,3,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,2,1,13,Yes,Yes,Yes,Yes,70
Friedrichshain-Kreuzberg,Private Room,2,1,9,Yes,Yes,Yes,Yes,34
Mitte,Entire Home/Apt,2,2,1,Yes,No,Yes,Yes,45
Neukölln,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,35
Tempelhof - Schöneberg,Private Room,2,1,1,Yes,No,Yes,Yes,20
Neukölln,Private Room,2,1,4,Yes,Yes,Yes,Yes,30
Mitte,Entire Home/Apt,4,2,3,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,1,1,0,No,Yes,Yes,Yes,30
Tempelhof - Schöneberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,33
Marzahn - Hellersdorf,Entire Home/Apt,8,4,11,Yes,No,Yes,Yes,100
Mitte,Private Room,3,1,9,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,Yes,No,No,Yes,75
Friedrichshain-Kreuzberg,Entire Home/Apt,6,3,1,Yes,No,Yes,Yes,120
Tempelhof - Schöneberg,Entire Home/Apt,2,0,5,Yes,No,Yes,Yes,38
Neukölln,Private Room,2,1,7,Yes,Yes,Yes,Yes,32
Friedrichshain-Kreuzberg,Private Room,4,1,9,Yes,Yes,Yes,Yes,50
Mitte,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,70
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,4,1,1,Yes,Yes,Yes,Yes,38
Neukölln,Entire Home/Apt,4,2,15,Yes,Yes,Yes,Yes,59
Mitte,Entire Home/Apt,2,1,8,Yes,No,Yes,Yes,55
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,26,Yes,No,Yes,Yes,69
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,56
Marzahn - Hellersdorf,Entire Home/Apt,4,2,0,Yes,No,Yes,Yes,100
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,22
Tempelhof - Schöneberg,Private Room,2,1,3,Yes,Yes,No,No,10
Tempelhof - Schöneberg,Entire Home/Apt,3,2,2,Yes,Yes,Yes,Yes,60
Marzahn - Hellersdorf,Entire Home/Apt,6,2,18,Yes,No,Yes,Yes,160
Mitte,Private Room,2,1,17,Yes,No,No,Yes,68
Tempelhof - Schöneberg,Private Room,2,0,3,Yes,Yes,Yes,Yes,25
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,29
Neukölln,Private Room,4,2,2,Yes,Yes,Yes,Yes,32
Neukölln,Private Room,1,1,0,Yes,Yes,Yes,Yes,17
Neukölln,Private Room,2,2,1,Yes,Yes,Yes,Yes,39
Friedrichshain-Kreuzberg,Private Room,3,1,2,Yes,Yes,Yes,Yes,30
Charlottenburg-Wilm.,Private Room,2,1,2,Yes,No,Yes,Yes,50
Tempelhof - Schöneberg,Entire Home/Apt,6,1,22,Yes,No,Yes,Yes,249
Mitte,Entire Home/Apt,4,2,5,Yes,No,Yes,Yes,25
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,27
Pankow,Entire Home/Apt,2,1,8,Yes,Yes,Yes,Yes,65
Neukölln,Private Room,2,1,2,Yes,No,Yes,Yes,30
Neukölln,Private Room,2,1,7,Yes,No,Yes,Yes,17
Mitte,Private Room,2,1,49,Yes,Yes,Yes,Yes,30
Charlottenburg-Wilm.,Entire Home/Apt,3,1,21,Yes,No,Yes,Yes,69
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,18
Mitte,Private Room,2,1,10,Yes,No,Yes,Yes,28
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,5,Yes,Yes,No,Yes,58
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,3,Yes,Yes,Yes,Yes,90
Charlottenburg-Wilm.,Private Room,1,1,17,Yes,Yes,No,Yes,25
Neukölln,Private Room,2,1,5,Yes,Yes,Yes,Yes,30
Tempelhof - Schöneberg,Private Room,1,1,1,Yes,Yes,No,No,50
Charlottenburg-Wilm.,Private Room,4,1,46,Yes,No,Yes,Yes,69
Mitte,Private Room,2,1,13,Yes,Yes,Yes,Yes,33
Neukölln,Private Room,2,0,1,Yes,Yes,Yes,Yes,20
Neukölln,Entire Home/Apt,4,2,0,Yes,Yes,Yes,Yes,40
Mitte,Private Room,3,1,8,Yes,No,Yes,Yes,65
Mitte,Private Room,2,1,40,Yes,No,Yes,Yes,64
Mitte,Private Room,3,1,2,Yes,No,Yes,Yes,19
Steglitz - Zehlendorf,Private Room,1,1,1,Yes,No,Yes,Yes,14
Charlottenburg-Wilm.,Entire Home/Apt,3,0,7,Yes,No,Yes,Yes,75
Mitte,Private Room,1,1,1,Yes,Yes,Yes,Yes,25
Neukölln,Private Room,2,1,28,Yes,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,No,Yes,Yes,20
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,No,Yes,Yes,20
Mitte,Private Room,2,1,2,Yes,Yes,No,Yes,30
Mitte,Private Room,2,1,11,Yes,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,No,Yes,Yes,40
Neukölln,Private Room,1,1,9,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,No,Yes,Yes,45
Pankow,Entire Home/Apt,2,0,10,Yes,No,Yes,Yes,55
Tempelhof - Schöneberg,Private Room,3,1,0,Yes,Yes,No,Yes,45
Steglitz - Zehlendorf,Entire Home/Apt,2,0,8,Yes,No,Yes,Yes,29
Pankow,Entire Home/Apt,3,0,8,Yes,No,Yes,Yes,59
Neukölln,Entire Home/Apt,2,1,13,Yes,Yes,Yes,Yes,48
Tempelhof - Schöneberg,Private Room,2,1,23,Yes,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,No,Yes,Yes,28
Friedrichshain-Kreuzberg,Private Room,2,1,28,Yes,No,Yes,Yes,69
Pankow,Entire Home/Apt,9,3,37,Yes,No,Yes,Yes,200
Mitte,Private Room,2,1,41,Yes,Yes,Yes,Yes,28
Tempelhof - Schöneberg,Entire Home/Apt,3,1,14,Yes,Yes,No,Yes,40
Neukölln,Private Room,2,1,3,Yes,Yes,Yes,Yes,20
Mitte,Private Room,3,1,10,Yes,Yes,Yes,Yes,35
Pankow,Private Room,1,0,4,Yes,Yes,No,No,20
Neukölln,Private Room,2,1,24,Yes,Yes,Yes,Yes,88
Mitte,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,26
Steglitz - Zehlendorf,Entire Home/Apt,4,2,1,Yes,Yes,Yes,Yes,29
Lichtenberg,Private Room,1,1,8,Yes,No,Yes,No,19
Neukölln,Private Room,2,2,6,Yes,Yes,Yes,Yes,30
Tempelhof - Schöneberg,Private Room,1,0,0,Yes,Yes,Yes,No,25
Tempelhof - Schöneberg,Private Room,2,1,0,Yes,No,Yes,Yes,19
Charlottenburg-Wilm.,Entire Home/Apt,4,1,18,Yes,No,Yes,Yes,55
Pankow,Private Room,2,1,0,Yes,Yes,No,Yes,45
Charlottenburg-Wilm.,Private Room,2,1,2,Yes,Yes,Yes,Yes,49
Spandau,Private Room,2,0,7,Yes,No,No,Yes,48
Charlottenburg-Wilm.,Private Room,2,1,2,Yes,Yes,Yes,Yes,30
Lichtenberg,Private Room,1,1,8,Yes,No,Yes,Yes,18
Charlottenburg-Wilm.,Entire Home/Apt,3,2,0,Yes,No,Yes,Yes,75
Friedrichshain-Kreuzberg,Private Room,3,1,21,Yes,Yes,Yes,Yes,36
Friedrichshain-Kreuzberg,Private Room,2,1,1,No,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,20,Yes,Yes,Yes,Yes,55
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,2,Yes,No,Yes,Yes,60
Pankow,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,20
Pankow,Entire Home/Apt,3,1,0,Yes,No,Yes,Yes,105
Mitte,Entire Home/Apt,4,1,5,Yes,No,Yes,Yes,268
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,Yes,Yes,38
Neukölln,Private Room,2,1,4,Yes,Yes,Yes,Yes,18
Neukölln,Private Room,1,1,0,Yes,Yes,Yes,Yes,14
Friedrichshain-Kreuzberg,Private Room,3,1,23,No,No,No,Yes,29
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,29
Treptow - Köpenick,Entire Home/Apt,4,1,14,Yes,No,No,Yes,58
Charlottenburg-Wilm.,Private Room,2,1,7,Yes,Yes,Yes,No,50
Tempelhof - Schöneberg,Private Room,2,1,9,Yes,No,Yes,Yes,40
Neukölln,Entire Home/Apt,4,2,0,Yes,Yes,No,No,45
Neukölln,Entire Home/Apt,3,1,6,Yes,Yes,Yes,Yes,70
Lichtenberg,Entire Home/Apt,4,1,0,Yes,Yes,Yes,Yes,60
Mitte,Entire Home/Apt,4,3,6,Yes,No,Yes,Yes,80
Mitte,Entire Home/Apt,4,0,4,Yes,Yes,Yes,Yes,49
Tempelhof - Schöneberg,Private Room,1,1,19,Yes,Yes,Yes,Yes,30
Mitte,Entire Home/Apt,5,2,9,Yes,No,Yes,Yes,69
Steglitz - Zehlendorf,Entire Home/Apt,6,4,3,Yes,No,Yes,Yes,125
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,29,Yes,Yes,Yes,Yes,90
Pankow,Entire Home/Apt,4,1,6,Yes,No,Yes,Yes,80
Pankow,Private Room,1,1,19,Yes,Yes,No,No,18
Pankow,Entire Home/Apt,2,1,10,Yes,No,No,Yes,45
Treptow - Köpenick,Private Room,3,1,38,Yes,Yes,No,Yes,25
Pankow,Entire Home/Apt,1,0,1,Yes,Yes,Yes,Yes,23
Charlottenburg-Wilm.,Entire Home/Apt,5,3,1,Yes,No,Yes,Yes,150
Treptow - Köpenick,Private Room,1,1,1,Yes,No,Yes,Yes,14
Tempelhof - Schöneberg,Entire Home/Apt,2,1,4,Yes,Yes,Yes,Yes,55
Pankow,Private Room,1,1,5,Yes,Yes,Yes,Yes,16
Tempelhof - Schöneberg,Entire Home/Apt,4,0,23,Yes,Yes,No,Yes,45
Pankow,Entire Home/Apt,2,1,0,No,Yes,Yes,Yes,40
Marzahn - Hellersdorf,Entire Home/Apt,3,2,7,Yes,No,Yes,Yes,64
Pankow,Private Room,2,1,14,Yes,Yes,Yes,Yes,19
Pankow,Entire Home/Apt,2,0,3,Yes,Yes,Yes,Yes,75
Pankow,Private Room,2,1,0,Yes,Yes,Yes,Yes,40
Pankow,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,150
Mitte,Private Room,1,1,8,No,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Private Room,1,0,1,Yes,Yes,Yes,Yes,18
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,0,Yes,No,Yes,Yes,100
Tempelhof - Schöneberg,Entire Home/Apt,3,2,5,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,No,No,Yes,37
Mitte,Entire Home/Apt,3,2,14,Yes,No,Yes,Yes,40
Pankow,Entire Home/Apt,6,3,25,Yes,Yes,Yes,Yes,86
Neukölln,Private Room,2,1,3,Yes,Yes,Yes,Yes,45
Neukölln,Private Room,3,1,15,Yes,No,Yes,Yes,42
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,1,Yes,Yes,Yes,Yes,107
Reinickendorf,Private Room,2,1,12,Yes,No,Yes,Yes,40
Pankow,Entire Home/Apt,7,4,5,Yes,No,Yes,Yes,188
Neukölln,Private Room,3,1,6,Yes,Yes,No,Yes,18
Neukölln,Private Room,2,1,11,Yes,Yes,Yes,Yes,27
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,2,Yes,Yes,Yes,Yes,42
Pankow,Private Room,4,2,6,Yes,No,No,No,199
Mitte,Private Room,3,1,3,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,2,1,4,Yes,Yes,Yes,Yes,75
Friedrichshain-Kreuzberg,Private Room,2,1,10,Yes,Yes,Yes,Yes,40
Charlottenburg-Wilm.,Entire Home/Apt,3,1,3,Yes,No,Yes,Yes,95
Neukölln,Private Room,1,1,4,Yes,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,0,Yes,No,Yes,Yes,55
Reinickendorf,Private Room,1,1,1,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,17,Yes,No,Yes,Yes,27
Tempelhof - Schöneberg,Private Room,4,0,38,Yes,Yes,No,Yes,45
Mitte,Entire Home/Apt,10,0,0,Yes,No,No,Yes,145
Charlottenburg-Wilm.,Entire Home/Apt,2,1,9,Yes,No,Yes,Yes,40
Charlottenburg-Wilm.,Private Room,2,2,7,Yes,Yes,Yes,Yes,25
Spandau,Entire Home/Apt,5,2,2,Yes,No,Yes,Yes,36
Pankow,Entire Home/Apt,2,1,10,Yes,Yes,Yes,Yes,80
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,7,Yes,Yes,No,Yes,54
Neukölln,Entire Home/Apt,2,1,3,Yes,No,No,Yes,30
Charlottenburg-Wilm.,Private Room,5,2,0,Yes,No,No,No,100
Neukölln,Shared Room,5,1,0,No,Yes,No,No,22
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,Yes,No,10
Pankow,Private Room,2,1,3,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,80
Mitte,Private Room,2,1,5,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,2,2,3,Yes,Yes,Yes,Yes,36
Pankow,Entire Home/Apt,2,1,6,Yes,No,Yes,Yes,80
Mitte,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,250
Mitte,Entire Home/Apt,2,1,1,Yes,Yes,Yes,No,43
Tempelhof - Schöneberg,Entire Home/Apt,2,1,14,Yes,No,Yes,Yes,50
Lichtenberg,Private Room,2,0,4,Yes,No,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,3,2,1,Yes,Yes,Yes,Yes,22
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,40
Spandau,Private Room,2,0,12,Yes,No,Yes,Yes,31
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,35
Neukölln,Entire Home/Apt,2,1,8,Yes,Yes,Yes,Yes,50
Mitte,Private Room,2,1,1,Yes,Yes,Yes,Yes,39
Treptow - Köpenick,Private Room,2,1,23,Yes,Yes,Yes,Yes,35
Pankow,Entire Home/Apt,3,1,1,Yes,No,Yes,Yes,75
Friedrichshain-Kreuzberg,Private Room,2,1,11,Yes,Yes,Yes,Yes,39
Mitte,Private Room,2,1,7,Yes,Yes,Yes,Yes,45
Charlottenburg-Wilm.,Entire Home/Apt,8,3,5,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,3,Yes,Yes,Yes,Yes,70
Tempelhof - Schöneberg,Private Room,1,1,8,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,60
Mitte,Entire Home/Apt,2,1,8,Yes,No,Yes,Yes,69
Tempelhof - Schöneberg,Private Room,2,1,30,No,Yes,Yes,No,25
Neukölln,Private Room,1,1,1,Yes,Yes,Yes,Yes,29
Charlottenburg-Wilm.,Private Room,3,1,26,Yes,No,Yes,Yes,85
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,50
Mitte,Private Room,2,0,44,Yes,Yes,Yes,Yes,40
Tempelhof - Schöneberg,Entire Home/Apt,4,1,11,Yes,No,Yes,Yes,140
Pankow,Private Room,2,1,9,Yes,Yes,Yes,Yes,30
Mitte,Private Room,3,1,1,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Shared Room,2,1,34,Yes,Yes,Yes,Yes,15
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,No,Yes,38
Pankow,Private Room,2,1,38,Yes,No,Yes,Yes,75
Friedrichshain-Kreuzberg,Private Room,4,1,5,Yes,No,Yes,Yes,26
Lichtenberg,Private Room,2,1,9,Yes,Yes,Yes,Yes,25
Lichtenberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,20
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,50
Mitte,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,53
Friedrichshain-Kreuzberg,Private Room,3,1,10,Yes,Yes,Yes,Yes,34
Pankow,Shared Room,3,1,1,Yes,Yes,Yes,Yes,20
Neukölln,Private Room,2,1,21,Yes,Yes,Yes,Yes,40
Tempelhof - Schöneberg,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,280
Mitte,Entire Home/Apt,2,1,0,Yes,No,No,Yes,120
Treptow - Köpenick,Private Room,2,1,0,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,30
Mitte,Entire Home/Apt,2,1,6,Yes,Yes,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,1,0,1,Yes,No,Yes,Yes,19
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,40
Neukölln,Private Room,2,1,3,Yes,No,Yes,Yes,35
Mitte,Entire Home/Apt,2,0,5,Yes,No,Yes,Yes,39
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,112
Friedrichshain-Kreuzberg,Shared Room,2,1,2,Yes,Yes,Yes,Yes,50
Lichtenberg,Entire Home/Apt,3,1,0,Yes,No,Yes,No,85
Mitte,Private Room,2,1,11,Yes,Yes,Yes,Yes,35
Marzahn - Hellersdorf,Private Room,3,1,1,Yes,No,No,No,95
Neukölln,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,80
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,Yes,Yes,50
Tempelhof - Schöneberg,Private Room,2,1,11,No,Yes,Yes,Yes,21
Mitte,Entire Home/Apt,7,3,34,Yes,No,Yes,Yes,120
Tempelhof - Schöneberg,Entire Home/Apt,3,2,22,Yes,No,Yes,Yes,40
Mitte,Entire Home/Apt,2,1,16,Yes,No,Yes,Yes,75
Pankow,Private Room,2,0,3,Yes,Yes,Yes,Yes,42
Charlottenburg-Wilm.,Private Room,1,1,0,Yes,No,Yes,Yes,23
Pankow,Private Room,2,1,0,Yes,Yes,Yes,Yes,30
Pankow,Private Room,2,1,18,Yes,No,Yes,Yes,55
Lichtenberg,Entire Home/Apt,4,1,7,Yes,No,Yes,Yes,99
Mitte,Private Room,1,0,1,Yes,Yes,Yes,Yes,32
Charlottenburg-Wilm.,Private Room,2,1,3,Yes,No,Yes,Yes,30
Neukölln,Private Room,1,1,1,Yes,Yes,No,Yes,37
Pankow,Entire Home/Apt,4,2,0,Yes,No,Yes,Yes,100
Friedrichshain-Kreuzberg,Entire Home/Apt,6,2,1,Yes,Yes,Yes,Yes,150
Steglitz - Zehlendorf,Private Room,2,1,0,Yes,No,Yes,Yes,35
Mitte,Private Room,2,1,5,Yes,Yes,Yes,Yes,25
Neukölln,Entire Home/Apt,1,1,1,Yes,No,Yes,Yes,35
Mitte,Private Room,2,1,20,Yes,No,Yes,Yes,62
Steglitz - Zehlendorf,Entire Home/Apt,3,2,11,Yes,No,Yes,Yes,60
Steglitz - Zehlendorf,Private Room,1,1,1,Yes,No,Yes,Yes,30
Lichtenberg,Private Room,1,1,7,Yes,Yes,Yes,No,20
Lichtenberg,Entire Home/Apt,2,0,7,Yes,Yes,Yes,Yes,41
Marzahn - Hellersdorf,Private Room,2,1,0,Yes,Yes,Yes,Yes,15
Pankow,Entire Home/Apt,6,3,1,Yes,No,Yes,Yes,170
Mitte,Entire Home/Apt,2,1,9,Yes,Yes,Yes,Yes,45
Mitte,Private Room,2,1,6,Yes,Yes,Yes,Yes,18
Treptow - Köpenick,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,100
Pankow,Entire Home/Apt,2,0,5,Yes,Yes,Yes,Yes,30
Mitte,Private Room,3,2,6,Yes,Yes,Yes,Yes,45
Lichtenberg,Private Room,2,1,50,Yes,No,Yes,Yes,45
Charlottenburg-Wilm.,Private Room,2,1,20,Yes,Yes,No,No,20
Neukölln,Private Room,2,0,0,Yes,Yes,Yes,Yes,50
Neukölln,Private Room,1,1,1,Yes,Yes,No,Yes,25
Mitte,Private Room,2,1,13,Yes,Yes,Yes,Yes,16
Mitte,Private Room,1,1,0,Yes,No,Yes,Yes,30
Pankow,Private Room,3,1,2,Yes,Yes,Yes,Yes,25
Pankow,Private Room,4,2,21,Yes,No,No,No,199
Friedrichshain-Kreuzberg,Entire Home/Apt,8,1,1,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,13,Yes,Yes,No,Yes,32
Mitte,Entire Home/Apt,2,1,7,Yes,Yes,No,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,22,Yes,No,Yes,Yes,69
Neukölln,Private Room,2,1,1,Yes,Yes,Yes,Yes,20
Tempelhof - Schöneberg,Entire Home/Apt,4,2,4,Yes,No,Yes,Yes,80
Mitte,Entire Home/Apt,4,1,0,Yes,No,Yes,Yes,33
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,34
Neukölln,Private Room,1,1,16,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,6,3,37,Yes,No,Yes,Yes,180
Lichtenberg,Private Room,2,1,18,Yes,Yes,Yes,Yes,15
Pankow,Private Room,2,1,2,Yes,Yes,Yes,Yes,18
Mitte,Private Room,1,1,2,Yes,Yes,No,Yes,13
Mitte,Entire Home/Apt,6,2,10,Yes,No,Yes,Yes,145
Neukölln,Private Room,2,1,14,Yes,Yes,Yes,Yes,35
Mitte,Private Room,2,1,1,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,32,Yes,Yes,No,No,25
Reinickendorf,Entire Home/Apt,4,2,27,Yes,Yes,No,Yes,50
Charlottenburg-Wilm.,Private Room,4,1,39,Yes,No,Yes,Yes,50
Marzahn - Hellersdorf,Private Room,3,1,38,Yes,No,No,Yes,19
Tempelhof - Schöneberg,Entire Home/Apt,7,2,2,Yes,No,Yes,Yes,75
Pankow,Entire Home/Apt,2,1,32,Yes,No,No,Yes,45
Treptow - Köpenick,Private Room,1,1,3,Yes,Yes,Yes,Yes,18
Pankow,Entire Home/Apt,1,1,4,Yes,Yes,Yes,Yes,32
Tempelhof - Schöneberg,Entire Home/Apt,4,1,1,Yes,No,Yes,Yes,60
Mitte,Entire Home/Apt,4,2,4,No,Yes,Yes,Yes,69
Mitte,Private Room,2,1,2,Yes,Yes,No,Yes,30
Charlottenburg-Wilm.,Private Room,1,1,14,Yes,Yes,Yes,Yes,80
Mitte,Private Room,1,1,2,Yes,Yes,Yes,Yes,14
Mitte,Private Room,1,1,1,Yes,Yes,Yes,Yes,16
Friedrichshain-Kreuzberg,Private Room,2,1,43,Yes,No,Yes,Yes,30
Neukölln,Private Room,2,1,3,Yes,No,No,Yes,30
Neukölln,Private Room,2,0,3,Yes,Yes,No,Yes,35
Mitte,Entire Home/Apt,4,2,9,Yes,Yes,Yes,Yes,89
Tempelhof - Schöneberg,Private Room,1,1,28,Yes,No,Yes,Yes,35
Mitte,Private Room,1,0,1,Yes,Yes,No,Yes,75
Tempelhof - Schöneberg,Private Room,1,1,1,Yes,Yes,Yes,Yes,20
Mitte,Entire Home/Apt,6,3,33,Yes,No,Yes,Yes,224
Charlottenburg-Wilm.,Entire Home/Apt,6,2,12,Yes,No,Yes,Yes,100
Pankow,Private Room,2,1,2,Yes,Yes,Yes,Yes,80
Pankow,Entire Home/Apt,4,2,2,Yes,No,Yes,Yes,304
Mitte,Entire Home/Apt,3,1,17,Yes,No,Yes,Yes,96
Friedrichshain-Kreuzberg,Entire Home/Apt,3,0,0,Yes,No,Yes,Yes,45
Charlottenburg-Wilm.,Entire Home/Apt,4,2,2,Yes,No,Yes,Yes,70
Pankow,Private Room,2,0,6,Yes,Yes,No,Yes,45
Charlottenburg-Wilm.,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,69
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,No,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,6,Yes,Yes,Yes,Yes,20
Mitte,Entire Home/Apt,2,0,2,Yes,No,Yes,Yes,49
Neukölln,Private Room,2,1,9,Yes,Yes,Yes,Yes,27
Charlottenburg-Wilm.,Entire Home/Apt,3,1,6,Yes,No,Yes,Yes,50
Lichtenberg,Private Room,1,1,4,Yes,Yes,Yes,Yes,30
Mitte,Private Room,1,0,1,Yes,Yes,Yes,Yes,22
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,Yes,Yes,49
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,No,No,Yes,75
Spandau,Private Room,2,1,39,Yes,No,Yes,Yes,20
Marzahn - Hellersdorf,Private Room,3,1,31,Yes,No,No,Yes,19
Charlottenburg-Wilm.,Private Room,2,1,2,Yes,Yes,Yes,Yes,29
Treptow - Köpenick,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,150
Mitte,Entire Home/Apt,5,3,0,Yes,Yes,Yes,Yes,60
Pankow,Private Room,3,1,7,Yes,Yes,Yes,Yes,30
Neukölln,Private Room,1,1,2,Yes,Yes,No,Yes,27
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,10,Yes,Yes,Yes,Yes,45
Tempelhof - Schöneberg,Private Room,3,1,10,Yes,Yes,Yes,Yes,37
Treptow - Köpenick,Entire Home/Apt,6,2,34,Yes,No,Yes,Yes,100
Neukölln,Entire Home/Apt,2,0,9,Yes,Yes,No,Yes,60
Charlottenburg-Wilm.,Private Room,2,0,1,Yes,Yes,Yes,Yes,33
Charlottenburg-Wilm.,Private Room,4,1,0,Yes,Yes,No,Yes,120
Neukölln,Entire Home/Apt,3,1,6,Yes,Yes,Yes,Yes,69
Mitte,Private Room,2,1,11,Yes,Yes,Yes,Yes,49
Pankow,Private Room,1,1,3,Yes,Yes,Yes,Yes,28
Mitte,Private Room,2,1,0,Yes,Yes,No,Yes,20
Mitte,Private Room,4,2,1,Yes,No,Yes,Yes,80
Mitte,Entire Home/Apt,4,1,1,Yes,No,Yes,Yes,75
Tempelhof - Schöneberg,Private Room,2,1,22,Yes,No,No,No,45
Charlottenburg-Wilm.,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,110
